Tarih,Yemek Adi,Fiyat,Maliyet,Hazirlanma Suresi,Garson
2025-11-30 23:53:38,İskender,150,65,8,Garson Ali
2025-11-30 21:08:38,Künefe,80,35,5,Garson Mehmet
2025-11-30 17:14:38,İskender,150,65,8,Garson Ali
2025-11-30 21:42:38,Mercimek,40,12,3,Garson Ali
2025-11-30 20:47:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 13:31:38,İskender,150,65,8,Garson Ali
2025-11-30 17:47:38,Mercimek,40,12,3,Garson Ayşe
2025-11-30 22:55:38,Su,10,2,1,Garson Ali
2025-11-30 18:18:38,Adana,140,60,7,Garson Ali
2025-11-30 14:12:38,İskender,150,65,8,Garson Ayşe
2025-11-30 15:07:38,İskender,150,65,8,Garson Ayşe
2025-11-30 19:03:38,Adana,140,60,7,Garson Ayşe
2025-11-30 14:13:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 19:57:38,Adana,140,60,7,Garson Ali
2025-11-30 14:28:38,Kola,25,15,1,Garson Ali
2025-11-30 18:19:38,İskender,150,65,8,Garson Ali
2025-11-30 22:55:38,Adana,140,60,7,Garson Ali
2025-11-30 21:15:38,İskender,150,65,8,Garson Ali
2025-11-30 20:02:38,Beyti,160,70,9,Garson Mehmet
2025-11-30 12:38:38,İskender,150,65,8,Garson Ali
2025-11-30 12:18:38,İskender,150,65,8,Garson Ayşe
2025-11-30 17:09:38,Ezogelin,40,12,3,Garson Ali
2025-11-30 15:01:38,İskender,150,65,8,Garson Ali
2025-11-30 12:58:38,İskender,150,65,8,Garson Ali
2025-11-30 15:13:38,Ayran,15,4,1,Garson Ali
2025-11-30 20:22:38,Adana,140,60,7,Garson Ayşe
2025-11-30 15:23:38,Beyti,160,70,9,Garson Ali
2025-11-30 11:11:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 13:22:38,Kola,25,15,1,Garson Ali
2025-11-30 17:06:38,Beyti,160,70,9,Garson Ali
2025-11-30 23:18:38,Künefe,80,35,5,Garson Ali
2025-11-30 11:01:38,Mercimek,40,12,3,Garson Ayşe
2025-11-30 22:55:38,Künefe,80,35,5,Garson Ali
2025-11-30 22:58:38,Su,10,2,1,Garson Ayşe
2025-11-30 22:46:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 20:00:38,Ayran,15,4,1,Garson Ali
2025-11-30 19:18:38,İskender,150,65,8,Garson Ayşe
2025-11-30 21:11:38,Adana,140,60,7,Garson Ayşe
2025-11-30 13:42:38,Su,10,2,1,Garson Ali
2025-11-30 22:33:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 21:07:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 15:12:38,Beyti,160,70,9,Garson Zeynep
2025-11-30 16:38:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 12:00:38,Beyti,160,70,9,Garson Ali
2025-11-30 12:31:38,Kola,25,15,1,Garson Ali
2025-11-30 23:33:38,Su,10,2,1,Garson Ali
2025-11-30 17:22:38,Su,10,2,1,Garson Ayşe
2025-11-30 19:13:38,İskender,150,65,8,Garson Ali
2025-11-30 15:39:38,Beyti,160,70,9,Garson Ali
2025-11-30 19:35:38,İskender,150,65,8,Garson Mehmet
2025-11-30 17:49:38,Su,10,2,1,Garson Ali
2025-11-30 23:15:38,Kola,25,15,1,Garson Ayşe
2025-11-30 14:07:38,İskender,150,65,8,Garson Ali
2025-11-30 18:02:38,Beyti,160,70,9,Garson Ali
2025-11-30 14:59:38,İskender,150,65,8,Garson Mehmet
2025-11-30 20:23:38,Beyti,160,70,9,Garson Ali
2025-11-30 14:40:38,Su,10,2,1,Garson Ali
2025-11-30 17:11:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 12:23:38,Su,10,2,1,Garson Mehmet
2025-11-30 14:00:38,Su,10,2,1,Garson Ayşe
2025-11-30 16:18:38,Mercimek,40,12,3,Garson Ali
2025-11-30 13:18:38,İskender,150,65,8,Garson Ayşe
2025-11-30 12:23:38,Künefe,80,35,5,Garson Ali
2025-11-30 14:38:38,Su,10,2,1,Garson Ayşe
2025-11-30 23:22:38,İskender,150,65,8,Garson Mehmet
2025-11-30 21:46:38,Beyti,160,70,9,Garson Mehmet
2025-11-30 22:18:38,Beyti,160,70,9,Garson Ali
2025-11-30 16:24:38,Mercimek,40,12,3,Garson Ayşe
2025-11-30 19:28:38,İskender,150,65,8,Garson Ali
2025-11-30 18:02:38,Kola,25,15,1,Garson Ali
2025-11-30 20:09:38,Künefe,80,35,5,Garson Ayşe
2025-11-30 15:46:38,Beyti,160,70,9,Garson Ali
2025-11-30 16:59:38,Adana,140,60,7,Garson Ayşe
2025-11-30 16:58:38,Beyti,160,70,9,Garson Ayşe
2025-11-30 18:08:38,Su,10,2,1,Garson Ali
2025-11-29 12:20:38,Beyti,160,70,9,Garson Ayşe
2025-11-29 14:14:38,Kola,25,15,1,Garson Ali
2025-11-29 21:41:38,Su,10,2,1,Garson Ali
2025-11-29 19:26:38,İskender,150,65,8,Garson Ali
2025-11-29 14:08:38,Künefe,80,35,5,Garson Ali
2025-11-29 14:10:38,Su,10,2,1,Garson Ali
2025-11-29 16:10:38,Beyti,160,70,9,Garson Ali
2025-11-29 14:32:38,Beyti,160,70,9,Garson Ayşe
2025-11-29 18:59:38,Künefe,80,35,5,Garson Ayşe
2025-11-29 18:51:38,Mercimek,40,12,3,Garson Mehmet
2025-11-29 16:34:38,Su,10,2,1,Garson Ayşe
2025-11-29 16:33:38,Kola,25,15,1,Garson Ali
2025-11-29 11:53:38,Su,10,2,1,Garson Ali
2025-11-29 15:16:38,Beyti,160,70,9,Garson Ali
2025-11-29 12:43:38,Su,10,2,1,Garson Ali
2025-11-29 15:20:38,Künefe,80,35,5,Garson Ali
2025-11-29 19:51:38,Beyti,160,70,9,Garson Ayşe
2025-11-29 13:42:38,Ayran,15,4,1,Garson Ayşe
2025-11-29 19:35:38,Beyti,160,70,9,Garson Ayşe
2025-11-29 17:57:38,Ayran,15,4,1,Garson Ayşe
2025-11-29 11:03:38,Su,10,2,1,Garson Ali
2025-11-29 21:33:38,İskender,150,65,8,Garson Ali
2025-11-29 19:03:38,Su,10,2,1,Garson Ali
2025-11-29 17:43:38,Su,10,2,1,Garson Mehmet
2025-11-29 16:49:38,Kola,25,15,1,Garson Ayşe
2025-11-29 17:37:38,Su,10,2,1,Garson Ayşe
2025-11-29 23:11:38,Su,10,2,1,Garson Ali
2025-11-29 13:18:38,Su,10,2,1,Garson Ali
2025-11-29 15:29:38,Kola,25,15,1,Garson Ali
2025-11-29 21:29:38,Ayran,15,4,1,Garson Ayşe
2025-11-29 18:54:38,Beyti,160,70,9,Garson Ali
2025-11-29 21:12:38,Beyti,160,70,9,Garson Ayşe
2025-11-29 11:59:38,Adana,140,60,7,Garson Ayşe
2025-11-29 19:45:38,Beyti,160,70,9,Garson Ayşe
2025-11-29 17:40:38,Beyti,160,70,9,Garson Ali
2025-11-29 20:55:38,Beyti,160,70,9,Garson Ali
2025-11-29 12:32:38,Adana,140,60,7,Garson Zeynep
2025-11-29 13:42:38,Ezogelin,40,12,3,Garson Ali
2025-11-29 21:08:38,İskender,150,65,8,Garson Ali
2025-11-29 16:52:38,Kola,25,15,1,Garson Ali
2025-11-29 15:33:38,İskender,150,65,8,Garson Ali
2025-11-29 20:07:38,Su,10,2,1,Garson Ali
2025-11-29 13:51:38,Beyti,160,70,9,Garson Ali
2025-11-29 11:56:38,Beyti,160,70,9,Garson Ali
2025-11-29 19:19:38,Künefe,80,35,5,Garson Ali
2025-11-29 20:24:38,Adana,140,60,7,Garson Ali
2025-11-29 15:46:38,Künefe,80,35,5,Garson Ali
2025-11-29 23:55:38,Kola,25,15,1,Garson Ali
2025-11-29 17:29:38,Kola,25,15,1,Garson Ayşe
2025-11-29 20:31:38,Su,10,2,1,Garson Ali
2025-11-29 15:26:38,Mercimek,40,12,3,Garson Ayşe
2025-11-29 19:56:38,İskender,150,65,8,Garson Ali
2025-11-29 22:50:38,Gavurdağı,60,20,3,Garson Ali
2025-11-29 14:04:38,Su,10,2,1,Garson Ayşe
2025-11-29 18:43:38,Künefe,80,35,5,Garson Ali
2025-11-29 23:05:38,Adana,140,60,7,Garson Ali
2025-11-28 18:10:38,İskender,150,65,8,Garson Ali
2025-11-28 16:42:38,İskender,150,65,8,Garson Zeynep
2025-11-28 15:31:38,Beyti,160,70,9,Garson Ayşe
2025-11-28 20:13:38,Su,10,2,1,Garson Zeynep
2025-11-28 17:04:38,Su,10,2,1,Garson Ali
2025-11-28 20:23:38,Künefe,80,35,5,Garson Ali
2025-11-28 19:39:38,Ayran,15,4,1,Garson Ali
2025-11-28 11:41:38,Adana,140,60,7,Garson Ali
2025-11-28 21:50:38,Su,10,2,1,Garson Ali
2025-11-28 19:17:38,Ayran,15,4,1,Garson Ali
2025-11-28 12:03:38,Kola,25,15,1,Garson Ali
2025-11-28 12:50:38,Mercimek,40,12,3,Garson Ali
2025-11-28 14:31:38,İskender,150,65,8,Garson Ayşe
2025-11-28 18:16:38,Mercimek,40,12,3,Garson Ali
2025-11-28 17:54:38,Beyti,160,70,9,Garson Ali
2025-11-28 15:15:38,İskender,150,65,8,Garson Ayşe
2025-11-28 22:05:38,İskender,150,65,8,Garson Ali
2025-11-28 20:23:38,Su,10,2,1,Garson Ali
2025-11-28 13:48:38,Künefe,80,35,5,Garson Ayşe
2025-11-28 23:28:38,Beyti,160,70,9,Garson Ayşe
2025-11-28 18:14:38,Beyti,160,70,9,Garson Ali
2025-11-28 12:31:38,Su,10,2,1,Garson Ali
2025-11-28 18:11:38,Kola,25,15,1,Garson Ayşe
2025-11-28 13:32:38,Adana,140,60,7,Garson Ayşe
2025-11-28 15:53:38,İskender,150,65,8,Garson Ali
2025-11-28 23:53:38,Kola,25,15,1,Garson Ayşe
2025-11-28 20:17:38,Adana,140,60,7,Garson Ayşe
2025-11-28 17:24:38,Ayran,15,4,1,Garson Ayşe
2025-11-28 11:05:38,Su,10,2,1,Garson Ali
2025-11-28 18:22:38,Su,10,2,1,Garson Ali
2025-11-28 15:26:38,Su,10,2,1,Garson Ayşe
2025-11-28 13:47:38,Kola,25,15,1,Garson Mehmet
2025-11-28 14:27:38,Su,10,2,1,Garson Ayşe
2025-11-28 12:44:38,Su,10,2,1,Garson Zeynep
2025-11-28 21:51:38,Mercimek,40,12,3,Garson Ali
2025-11-28 19:52:38,Su,10,2,1,Garson Ali
2025-11-28 16:47:38,Su,10,2,1,Garson Ayşe
2025-11-28 21:59:38,Mercimek,40,12,3,Garson Ali
2025-11-28 19:07:38,Adana,140,60,7,Garson Ali
2025-11-28 14:59:38,Su,10,2,1,Garson Mehmet
2025-11-27 21:47:38,Beyti,160,70,9,Garson Ayşe
2025-11-27 18:45:38,Adana,140,60,7,Garson Ali
2025-11-27 15:06:38,Kola,25,15,1,Garson Ayşe
2025-11-27 19:18:38,İskender,150,65,8,Garson Ayşe
2025-11-27 17:11:38,Ayran,15,4,1,Garson Zeynep
2025-11-27 18:35:38,Beyti,160,70,9,Garson Ayşe
2025-11-27 12:14:38,Adana,140,60,7,Garson Mehmet
2025-11-27 21:40:38,Su,10,2,1,Garson Mehmet
2025-11-27 11:41:38,Beyti,160,70,9,Garson Ali
2025-11-27 22:03:38,Beyti,160,70,9,Garson Ali
2025-11-27 15:57:38,İskender,150,65,8,Garson Ali
2025-11-27 11:54:38,Beyti,160,70,9,Garson Ali
2025-11-27 22:55:38,Ezogelin,40,12,3,Garson Ali
2025-11-27 13:21:38,İskender,150,65,8,Garson Ayşe
2025-11-27 14:51:38,Su,10,2,1,Garson Mehmet
2025-11-27 16:07:38,Kola,25,15,1,Garson Ayşe
2025-11-27 16:45:38,Su,10,2,1,Garson Ali
2025-11-27 18:10:38,Beyti,160,70,9,Garson Ali
2025-11-27 11:03:38,Beyti,160,70,9,Garson Ayşe
2025-11-27 16:06:38,Ezogelin,40,12,3,Garson Ali
2025-11-27 23:07:38,Beyti,160,70,9,Garson Ali
2025-11-27 19:50:38,Kola,25,15,1,Garson Ayşe
2025-11-27 13:15:38,Beyti,160,70,9,Garson Ayşe
2025-11-27 15:02:38,Beyti,160,70,9,Garson Ayşe
2025-11-27 14:12:38,İskender,150,65,8,Garson Ali
2025-11-27 11:11:38,Su,10,2,1,Garson Ali
2025-11-27 16:31:38,Ezogelin,40,12,3,Garson Ayşe
2025-11-26 15:28:38,Beyti,160,70,9,Garson Ali
2025-11-26 16:41:38,Su,10,2,1,Garson Ayşe
2025-11-26 12:24:38,Beyti,160,70,9,Garson Ayşe
2025-11-26 15:41:38,Kola,25,15,1,Garson Ayşe
2025-11-26 12:28:38,Beyti,160,70,9,Garson Ali
2025-11-26 17:10:38,Beyti,160,70,9,Garson Zeynep
2025-11-26 15:25:38,İskender,150,65,8,Garson Ali
2025-11-26 19:57:38,Beyti,160,70,9,Garson Ali
2025-11-26 15:03:38,Beyti,160,70,9,Garson Mehmet
2025-11-26 15:42:38,Su,10,2,1,Garson Ayşe
2025-11-26 12:56:38,Su,10,2,1,Garson Ali
2025-11-26 18:51:38,Kola,25,15,1,Garson Ali
2025-11-26 23:42:38,İskender,150,65,8,Garson Ali
2025-11-26 19:57:38,İskender,150,65,8,Garson Ali
2025-11-26 17:44:38,İskender,150,65,8,Garson Ali
2025-11-26 21:44:38,Su,10,2,1,Garson Ayşe
2025-11-26 23:49:38,Beyti,160,70,9,Garson Ayşe
2025-11-26 15:53:38,Ayran,15,4,1,Garson Ayşe
2025-11-26 14:22:38,İskender,150,65,8,Garson Ali
2025-11-26 20:52:38,İskender,150,65,8,Garson Zeynep
2025-11-26 18:12:38,Ayran,15,4,1,Garson Ali
2025-11-26 19:06:38,Adana,140,60,7,Garson Ayşe
2025-11-26 22:34:38,Kola,25,15,1,Garson Ali
2025-11-26 19:32:38,Beyti,160,70,9,Garson Zeynep
2025-11-26 23:23:38,Ezogelin,40,12,3,Garson Ali
2025-11-26 19:55:38,Beyti,160,70,9,Garson Ali
2025-11-26 18:43:38,Künefe,80,35,5,Garson Ali
2025-11-25 13:43:38,Beyti,160,70,9,Garson Ayşe
2025-11-25 23:47:38,İskender,150,65,8,Garson Ali
2025-11-25 17:42:38,Beyti,160,70,9,Garson Ali
2025-11-25 19:34:38,Ayran,15,4,1,Garson Ali
2025-11-25 16:04:38,Su,10,2,1,Garson Ali
2025-11-25 22:22:38,Beyti,160,70,9,Garson Mehmet
2025-11-25 14:08:38,Künefe,80,35,5,Garson Ayşe
2025-11-25 14:15:38,Ezogelin,40,12,3,Garson Ayşe
2025-11-25 18:11:38,Ezogelin,40,12,3,Garson Ayşe
2025-11-25 17:14:38,Künefe,80,35,5,Garson Ali
2025-11-25 14:34:38,Su,10,2,1,Garson Ayşe
2025-11-25 17:16:38,Künefe,80,35,5,Garson Ali
2025-11-25 20:09:38,Su,10,2,1,Garson Ayşe
2025-11-25 19:11:38,Adana,140,60,7,Garson Ali
2025-11-25 14:47:38,Su,10,2,1,Garson Ali
2025-11-25 11:28:38,Su,10,2,1,Garson Ali
2025-11-25 23:48:38,İskender,150,65,8,Garson Ali
2025-11-25 19:42:38,Beyti,160,70,9,Garson Ayşe
2025-11-25 17:29:38,Ayran,15,4,1,Garson Ali
2025-11-25 15:58:38,İskender,150,65,8,Garson Ali
2025-11-25 23:54:38,Beyti,160,70,9,Garson Ayşe
2025-11-25 15:50:38,Adana,140,60,7,Garson Ali
2025-11-24 16:51:38,İskender,150,65,8,Garson Mehmet
2025-11-24 23:54:38,Su,10,2,1,Garson Ali
2025-11-24 19:28:38,Beyti,160,70,9,Garson Ayşe
2025-11-24 13:11:38,Su,10,2,1,Garson Ali
2025-11-24 23:38:38,Beyti,160,70,9,Garson Ayşe
2025-11-24 23:01:38,İskender,150,65,8,Garson Ayşe
2025-11-24 17:31:38,Beyti,160,70,9,Garson Ayşe
2025-11-24 23:50:38,Beyti,160,70,9,Garson Ali
2025-11-24 14:17:38,Kola,25,15,1,Garson Ali
2025-11-24 22:17:38,Beyti,160,70,9,Garson Mehmet
2025-11-24 16:02:38,İskender,150,65,8,Garson Ali
2025-11-24 17:37:38,Künefe,80,35,5,Garson Ali
2025-11-24 12:35:38,Künefe,80,35,5,Garson Ali
2025-11-24 14:36:38,Mercimek,40,12,3,Garson Ali
2025-11-24 23:07:38,İskender,150,65,8,Garson Ayşe
2025-11-24 17:44:38,Su,10,2,1,Garson Ali
2025-11-24 15:50:38,Beyti,160,70,9,Garson Ali
2025-11-24 14:54:38,İskender,150,65,8,Garson Ali
2025-11-24 19:24:38,Adana,140,60,7,Garson Ali
2025-11-24 13:46:38,Beyti,160,70,9,Garson Ali
2025-11-24 14:17:38,Su,10,2,1,Garson Ali
2025-11-23 11:20:38,İskender,150,65,8,Garson Ali
2025-11-23 18:16:38,Kola,25,15,1,Garson Ali
2025-11-23 14:37:38,Su,10,2,1,Garson Ali
2025-11-23 23:47:38,Kola,25,15,1,Garson Ayşe
2025-11-23 22:15:38,Beyti,160,70,9,Garson Ali
2025-11-23 19:09:38,Mercimek,40,12,3,Garson Ali
2025-11-23 22:02:38,Beyti,160,70,9,Garson Ali
2025-11-23 21:03:38,Kola,25,15,1,Garson Ayşe
2025-11-23 14:31:38,İskender,150,65,8,Garson Ali
2025-11-23 11:11:38,Su,10,2,1,Garson Zeynep
2025-11-23 15:59:38,İskender,150,65,8,Garson Ali
2025-11-23 12:32:38,Mercimek,40,12,3,Garson Ali
2025-11-23 19:31:38,Su,10,2,1,Garson Ali
2025-11-23 21:39:38,Beyti,160,70,9,Garson Ayşe
2025-11-23 21:30:38,Kola,25,15,1,Garson Ayşe
2025-11-23 13:22:38,Beyti,160,70,9,Garson Zeynep
2025-11-23 17:28:38,Su,10,2,1,Garson Ayşe
2025-11-23 13:06:38,Su,10,2,1,Garson Mehmet
2025-11-23 21:24:38,Beyti,160,70,9,Garson Ali
2025-11-23 17:26:38,Kola,25,15,1,Garson Ayşe
2025-11-23 14:04:38,Ayran,15,4,1,Garson Ali
2025-11-23 13:20:38,Beyti,160,70,9,Garson Ali
2025-11-23 16:26:38,Kola,25,15,1,Garson Mehmet
2025-11-23 23:34:38,Beyti,160,70,9,Garson Ali
2025-11-23 19:08:38,Beyti,160,70,9,Garson Zeynep
2025-11-23 13:59:38,İskender,150,65,8,Garson Mehmet
2025-11-23 11:53:38,Kola,25,15,1,Garson Ali
2025-11-23 11:38:38,Kola,25,15,1,Garson Ayşe
2025-11-23 18:41:38,Künefe,80,35,5,Garson Ali
2025-11-23 11:00:38,İskender,150,65,8,Garson Ali
2025-11-23 20:07:38,Beyti,160,70,9,Garson Ayşe
2025-11-23 18:54:38,Su,10,2,1,Garson Ali
2025-11-23 18:04:38,Su,10,2,1,Garson Ali
2025-11-23 13:14:38,Beyti,160,70,9,Garson Ali
2025-11-23 12:59:38,Beyti,160,70,9,Garson Ali
2025-11-23 13:15:38,Su,10,2,1,Garson Ali
2025-11-23 17:09:38,Su,10,2,1,Garson Ayşe
2025-11-23 15:40:38,Künefe,80,35,5,Garson Ali
2025-11-23 16:30:38,Su,10,2,1,Garson Ali
2025-11-23 22:52:38,İskender,150,65,8,Garson Ali
2025-11-23 18:24:38,İskender,150,65,8,Garson Ali
2025-11-23 21:53:38,İskender,150,65,8,Garson Ayşe
2025-11-23 22:51:38,Su,10,2,1,Garson Mehmet
2025-11-23 12:06:38,Beyti,160,70,9,Garson Ayşe
2025-11-23 14:28:38,Adana,140,60,7,Garson Ayşe
2025-11-23 22:40:38,Su,10,2,1,Garson Ayşe
2025-11-23 12:42:38,Beyti,160,70,9,Garson Ayşe
2025-11-23 21:00:38,Künefe,80,35,5,Garson Ayşe
2025-11-23 18:09:38,Su,10,2,1,Garson Ali
2025-11-23 19:06:38,Su,10,2,1,Garson Ali
2025-11-23 21:01:38,Su,10,2,1,Garson Ali
2025-11-23 21:12:38,İskender,150,65,8,Garson Ali
2025-11-23 14:17:38,Kola,25,15,1,Garson Ayşe
2025-11-23 17:39:38,Su,10,2,1,Garson Mehmet
2025-11-22 17:55:38,İskender,150,65,8,Garson Ali
2025-11-22 16:07:38,Adana,140,60,7,Garson Ayşe
2025-11-22 23:18:38,Kola,25,15,1,Garson Ali
2025-11-22 15:43:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 15:41:38,İskender,150,65,8,Garson Ali
2025-11-22 14:38:38,Künefe,80,35,5,Garson Mehmet
2025-11-22 19:35:38,Mercimek,40,12,3,Garson Ali
2025-11-22 17:19:38,Su,10,2,1,Garson Mehmet
2025-11-22 15:28:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 11:22:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 15:56:38,Su,10,2,1,Garson Ayşe
2025-11-22 11:44:38,Su,10,2,1,Garson Ayşe
2025-11-22 21:56:38,Su,10,2,1,Garson Ali
2025-11-22 14:43:38,Künefe,80,35,5,Garson Ali
2025-11-22 23:47:38,Kola,25,15,1,Garson Ayşe
2025-11-22 17:43:38,Kola,25,15,1,Garson Ayşe
2025-11-22 14:55:38,Künefe,80,35,5,Garson Ali
2025-11-22 14:43:38,Su,10,2,1,Garson Mehmet
2025-11-22 15:51:38,Kola,25,15,1,Garson Ali
2025-11-22 21:36:38,Su,10,2,1,Garson Ayşe
2025-11-22 15:52:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 22:37:38,Kola,25,15,1,Garson Ayşe
2025-11-22 13:28:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 21:37:38,Kola,25,15,1,Garson Ali
2025-11-22 18:02:38,Su,10,2,1,Garson Ali
2025-11-22 23:44:38,Su,10,2,1,Garson Mehmet
2025-11-22 17:44:38,Beyti,160,70,9,Garson Ali
2025-11-22 22:57:38,Su,10,2,1,Garson Ali
2025-11-22 15:40:38,İskender,150,65,8,Garson Ali
2025-11-22 16:53:38,İskender,150,65,8,Garson Ayşe
2025-11-22 13:57:38,İskender,150,65,8,Garson Ayşe
2025-11-22 16:14:38,Ezogelin,40,12,3,Garson Mehmet
2025-11-22 23:16:38,Ayran,15,4,1,Garson Ali
2025-11-22 18:03:38,Beyti,160,70,9,Garson Ali
2025-11-22 12:03:38,Künefe,80,35,5,Garson Mehmet
2025-11-22 19:33:38,Künefe,80,35,5,Garson Ayşe
2025-11-22 23:03:38,Beyti,160,70,9,Garson Zeynep
2025-11-22 23:02:38,Beyti,160,70,9,Garson Ali
2025-11-22 19:42:38,Beyti,160,70,9,Garson Ali
2025-11-22 19:11:38,Su,10,2,1,Garson Ayşe
2025-11-22 21:26:38,İskender,150,65,8,Garson Ali
2025-11-22 23:03:38,İskender,150,65,8,Garson Ayşe
2025-11-22 20:13:38,Adana,140,60,7,Garson Ayşe
2025-11-22 17:59:38,Ayran,15,4,1,Garson Ali
2025-11-22 23:55:38,Ayran,15,4,1,Garson Mehmet
2025-11-22 20:49:38,Su,10,2,1,Garson Ali
2025-11-22 14:35:38,Ayran,15,4,1,Garson Mehmet
2025-11-22 14:52:38,Beyti,160,70,9,Garson Mehmet
2025-11-22 11:32:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 17:27:38,Beyti,160,70,9,Garson Ali
2025-11-22 12:46:38,Ezogelin,40,12,3,Garson Ali
2025-11-22 20:15:38,Beyti,160,70,9,Garson Ayşe
2025-11-22 13:05:38,Adana,140,60,7,Garson Ali
2025-11-22 14:20:38,Su,10,2,1,Garson Ayşe
2025-11-22 18:25:38,Su,10,2,1,Garson Ali
2025-11-22 22:34:38,Ayran,15,4,1,Garson Mehmet
2025-11-22 12:43:38,Ezogelin,40,12,3,Garson Ayşe
2025-11-22 15:02:38,Su,10,2,1,Garson Ayşe
2025-11-22 14:08:38,Su,10,2,1,Garson Ali
2025-11-22 20:21:38,Su,10,2,1,Garson Ali
2025-11-22 11:49:38,Ayran,15,4,1,Garson Ayşe
2025-11-22 23:34:38,Beyti,160,70,9,Garson Ali
2025-11-22 19:00:38,Mercimek,40,12,3,Garson Ayşe
2025-11-22 14:51:38,Su,10,2,1,Garson Ayşe
2025-11-22 17:07:38,İskender,150,65,8,Garson Mehmet
2025-11-22 13:21:38,Adana,140,60,7,Garson Ali
2025-11-22 14:07:38,Su,10,2,1,Garson Ali
2025-11-22 23:23:38,Künefe,80,35,5,Garson Zeynep
2025-11-22 20:19:38,Su,10,2,1,Garson Zeynep
2025-11-22 15:28:38,Ezogelin,40,12,3,Garson Ali
2025-11-22 13:21:38,Su,10,2,1,Garson Ali
2025-11-22 11:50:38,Beyti,160,70,9,Garson Mehmet
2025-11-22 23:14:38,Su,10,2,1,Garson Ayşe
2025-11-22 11:47:38,Beyti,160,70,9,Garson Ali
2025-11-22 14:18:38,İskender,150,65,8,Garson Ayşe
2025-11-22 22:24:38,Adana,140,60,7,Garson Ali
2025-11-22 20:39:38,İskender,150,65,8,Garson Ali
2025-11-22 13:18:38,İskender,150,65,8,Garson Ali
2025-11-22 14:58:38,Künefe,80,35,5,Garson Ali
2025-11-22 15:46:38,Adana,140,60,7,Garson Ali
2025-11-22 20:33:38,Beyti,160,70,9,Garson Ali
2025-11-22 19:24:38,Ayran,15,4,1,Garson Ayşe
2025-11-22 15:34:38,Su,10,2,1,Garson Ali
2025-11-22 21:27:38,Beyti,160,70,9,Garson Ayşe
2025-11-21 18:46:38,Beyti,160,70,9,Garson Ali
2025-11-21 23:34:38,Adana,140,60,7,Garson Mehmet
2025-11-21 18:32:38,Su,10,2,1,Garson Ali
2025-11-21 11:58:38,Su,10,2,1,Garson Ali
2025-11-21 23:41:38,Su,10,2,1,Garson Ali
2025-11-21 16:25:38,İskender,150,65,8,Garson Ali
2025-11-21 16:27:38,Mercimek,40,12,3,Garson Ali
2025-11-21 13:02:38,İskender,150,65,8,Garson Ali
2025-11-21 17:50:38,İskender,150,65,8,Garson Ayşe
2025-11-21 19:33:38,Su,10,2,1,Garson Ali
2025-11-21 20:31:38,İskender,150,65,8,Garson Ali
2025-11-21 12:02:38,Ayran,15,4,1,Garson Ali
2025-11-21 20:37:38,Beyti,160,70,9,Garson Ali
2025-11-21 20:10:38,Beyti,160,70,9,Garson Ali
2025-11-21 23:42:38,Su,10,2,1,Garson Ayşe
2025-11-21 16:09:38,İskender,150,65,8,Garson Ali
2025-11-21 18:26:38,Beyti,160,70,9,Garson Ayşe
2025-11-21 20:09:38,Su,10,2,1,Garson Ayşe
2025-11-21 20:45:38,Ayran,15,4,1,Garson Ali
2025-11-21 20:46:38,İskender,150,65,8,Garson Ali
2025-11-21 23:23:38,İskender,150,65,8,Garson Ayşe
2025-11-21 11:21:38,Su,10,2,1,Garson Ali
2025-11-20 14:41:38,İskender,150,65,8,Garson Ayşe
2025-11-20 16:12:38,Su,10,2,1,Garson Ali
2025-11-20 17:31:38,Beyti,160,70,9,Garson Ali
2025-11-20 11:31:38,Mercimek,40,12,3,Garson Mehmet
2025-11-20 17:32:38,Su,10,2,1,Garson Ali
2025-11-20 19:32:38,Beyti,160,70,9,Garson Ali
2025-11-20 11:32:38,Mercimek,40,12,3,Garson Ali
2025-11-20 23:56:38,Su,10,2,1,Garson Ali
2025-11-20 13:08:38,İskender,150,65,8,Garson Ayşe
2025-11-20 15:55:38,Su,10,2,1,Garson Ali
2025-11-20 11:19:38,Adana,140,60,7,Garson Ali
2025-11-20 11:14:38,İskender,150,65,8,Garson Ayşe
2025-11-20 21:26:38,Kola,25,15,1,Garson Ayşe
2025-11-20 13:21:38,Su,10,2,1,Garson Ali
2025-11-20 21:14:38,Su,10,2,1,Garson Ali
2025-11-20 18:32:38,Kola,25,15,1,Garson Ayşe
2025-11-20 13:52:38,İskender,150,65,8,Garson Ayşe
2025-11-20 20:14:38,Su,10,2,1,Garson Mehmet
2025-11-20 21:55:38,Su,10,2,1,Garson Mehmet
